,class,Area(acre),fid,geometry,InLand,case1,case2,case3,nishant
1845,1.0,4.003597851173502,2266,"POLYGON ((80.17090386731421 14.414950059874762, 80.17104300672463 14.414950548381725, 80.1710430401363 14.414941507649509, 80.17114507570317 14.414941865835623, 80.17114510911071 14.414932825103165, 80.17129352447974 14.414933346022107, 80.17129355788126 14.414924305289293, 80.1714605251718 14.414924891211257, 80.17146055856657 14.41491585047807, 80.17159969797547 14.41491633865589, 80.1715996645863 14.414925379389405, 80.17175735592907 14.414925932558877, 80.17175738931188 14.41491689182499, 80.17185942488605 14.414917249701846, 80.17185945826473 14.41490820896773, 80.17194294191505 14.414908501743081, 80.17194297529038 14.414899461008764, 80.17203573490029 14.414899786279893, 80.17203576827183 14.41489074554536, 80.1721192519194 14.414891038258029, 80.17211928528755 14.414881997523294, 80.17215638913002 14.414882127608264, 80.17215642249667 14.414873086873436, 80.17216569845695 14.414873119393745, 80.17216573182318 14.414864078658887, 80.17217500778314 14.414864111178812, 80.17217504114899 14.414855070443933, 80.17218431710857 14.414855102963473, 80.1721847174924 14.414746614144054, 80.17217544153728 14.414746581624764, 80.17217564173016 14.414692337214811, 80.17216636577731 14.414692304695288, 80.17216656597161 14.414638060285206, 80.17215729002102 14.414638027765447, 80.17215749021672 14.414583783355248, 80.17214821426842 14.414583750835257, 80.1721483810994 14.414538547159998, 80.17213910515297 14.414538514639748, 80.172139338718 14.414475229494242, 80.17213006277422 14.41447519697377, 80.17213042980677 14.414375748887522, 80.17212115386712 14.414375716366923, 80.17212142080113 14.414303390485657, 80.1721121448645 14.414303357964863, 80.17211241180001 14.414231032083318, 80.17210313586641 14.414230999562328, 80.17210336943636 14.414167714415761, 80.17209409350538 14.414167681894552, 80.17209426034223 14.414122478218324, 80.17208498441313 14.41412244569687, 80.17208505114849 14.414104364226375, 80.17207577522016 14.414104331704587, 80.17207580858816 14.41409529096935, 80.17206653266024 14.41409525844723, 80.1720665660286 14.414086217711999, 80.17197380675435 14.414085892470926, 80.17197377338225 14.414094933205947, 80.17190884188904 14.414094705515362, 80.1719088085143 14.414103746250225, 80.17185315294736 14.414103551072534, 80.17185311957034 14.414112591807257, 80.17178818807403 14.414112364083241, 80.1717881546944 14.414121404817795, 80.17098114901654 14.414118573042193, 80.17098111560436 14.414127613774893, 80.17091618411806 14.414127385810884, 80.17091621753286 14.414118345078322, 80.17086056197631 14.414118149666518, 80.17086059539332 14.41410910893408, 80.17070290466067 14.414108555196455, 80.17070287123732 14.414117595928532, 80.17058228420612 14.414117172410807, 80.17058225077788 14.414126213142593, 80.17054514707527 14.41412608281697, 80.17054511364552 14.414135123548672, 80.1705172858677 14.414135025800572, 80.17051725243678 14.4141440665322, 80.17048942465804 14.414143968780753, 80.17048939122597 14.414153009512324, 80.17046156344631 14.41415291175752, 80.17046153001311 14.414161952489009, 80.17042442630571 14.414161822144111, 80.17042439287101 14.414170862875505, 80.17037801323545 14.414170699936085, 80.17037797979884 14.414179740667358, 80.17030377238014 14.414179479945162, 80.1703037389405 14.414188520676266, 80.17024808337521 14.414188325119193, 80.17024804993335 14.414197365850155, 80.1702294980777 14.414197300661504, 80.17022946463501 14.414206341392426, 80.17022018870685 14.414206308797535, 80.17021995460496 14.414269593913637, 80.17022923053575 14.414269626508673, 80.17022913020715 14.414296748701245, 80.17023840613908 14.414296781295986, 80.17023833925397 14.414314862757703, 80.17024761518667 14.414314895352131, 80.17024754830221 14.414332976813862, 80.1702568242357 14.414333009407965, 80.1702567907938 14.414342050138837, 80.17026606672768 14.414342082732592, 80.17026599984457 14.414360164194369, 80.17027527577922 14.414360196787806, 80.170275242338 14.414369237518715, 80.17028451827305 14.414369270111791, 80.17028448483218 14.414378310842704, 80.1702937607676 14.414378343435457, 80.17029369388659 14.41439642489731, 80.17030296982279 14.414396457489739, 80.1703029363826 14.414405498220678, 80.17031221231919 14.414405530812749, 80.17031214543951 14.414423612274646, 80.1703214213769 14.414423644866405, 80.17032138793739 14.414432685597367, 80.17033066387513 14.414432718188783, 80.17033063043598 14.414441758919757, 80.17033990637415 14.414441791510841, 80.17033987293534 14.414450832241823, 80.17034914887391 14.414450864832554, 80.17034908199699 14.41446894629455, 80.17035835793631 14.414468978884958, 80.17035832449821 14.414478019615967, 80.17036760043793 14.414478052206032, 80.17036756700016 14.414487092937046, 80.17037684294029 14.414487125526778, 80.17037680950286 14.414496166257818, 80.17038608544338 14.41449619884719, 80.17038605200632 14.414505239578247, 80.17039532794723 14.414505272167293, 80.17039529451051 14.414514312898351, 80.17040457045182 14.41451434548705, 80.17040450357906 14.4145324269492, 80.17041377952114 14.414532459537577, 80.17041374608509 14.414541500268665, 80.17042302202759 14.414541532856695, 80.1704229885919 14.41455057358779, 80.17043226453478 14.414550606175482, 80.17043223109943 14.414559646906596, 80.17044150704271 14.414559679493943, 80.17044147360772 14.414568720225072, 80.17045074955138 14.414568752812075, 80.17045071611675 14.414577793543218, 80.17045999206083 14.414577826129879, 80.1704599251922 14.414595907592195, 80.17047847708193 14.414595972764493, 80.17047841021471 14.414614054226869, 80.17048768616036 14.414614086812515, 80.17048765272709 14.414623127543715, 80.17049692867315 14.414623160129018, 80.17049689524025 14.414632200860225, 80.17050617118666 14.414632233445188, 80.17050613775412 14.414641274176411, 80.17051541370091 14.414641306761037, 80.17051538026871 14.41465034749228, 80.17052465621593 14.414650380076559, 80.17052462278407 14.414659420807807, 80.1705338987317 14.41465945339174, 80.17053386530016 14.414668494123015, 80.1705431412482 14.414668526706599, 80.17054310781705 14.41467756743788, 80.17055238376547 14.414677600021133, 80.17055235033467 14.414686640752423, 80.17056162628344 14.41468667333534, 80.170561592853 14.414695714066642, 80.17057086880222 14.414695746649212, 80.17057083537209 14.414704787380531, 80.17058011132171 14.414704819962754, 80.17058007789197 14.41471386069409, 80.17058935384196 14.414713893275968, 80.17058932041255 14.414722934007315, 80.17059859636296 14.414722966588858, 80.17059856293392 14.414732007320225, 80.17060783888468 14.41473203990142, 80.17060780545599 14.414741080632792, 80.17062635735839 14.414741145794126, 80.17062632393042 14.414750186525541, 80.17063559988205 14.41475021910568, 80.17063556645441 14.414759259837112, 80.17064484240642 14.414759292416917, 80.17064480897913 14.414768333148354, 80.17065408493154 14.414768365727818, 80.17065405150463 14.414777406459274, 80.17066332745743 14.414777439038387, 80.17066329403086 14.414786479769864, 80.17067256998408 14.414786512348627, 80.17067253655782 14.414795553080115, 80.17068181251142 14.414795585658542, 80.17068177908554 14.414804626390053, 80.17070033099355 14.414804691545852, 80.17070029756839 14.414813732277391, 80.17070957352281 14.414813764854763, 80.170709540098 14.414822805586315, 80.17071881605283 14.41482283816335, 80.17071878262838 14.41483187889491, 80.17073733453883 14.414831944047931, 80.17073730111508 14.414840984779532, 80.17074657707072 14.414841017355512, 80.17074654364735 14.414850058087127, 80.17075581960337 14.414850090662775, 80.17075578618035 14.414859131394397, 80.17077433809321 14.414859196544628, 80.17077430467093 14.414868237276304, 80.17078358062777 14.414868269850896, 80.17078354720582 14.414877310582565, 80.17079282316305 14.414877343156817, 80.17079278974145 14.414886383888511, 80.17080206569908 14.414886416462414, 80.17080203227783 14.41489545719412, 80.17082058419393 14.414895522340876, 80.17082055077341 14.414904563072618, 80.17082982673186 14.414904595645476, 80.1708297933117 14.414913636377234, 80.17084834522942 14.414913701521886, 80.17084831180998 14.414922742253683, 80.17085758776925 14.414922774825492, 80.17085755435014 14.414931815557301, 80.1708761062695 14.414931880699852, 80.17087607285113 14.414940921431695, 80.17090390073146 14.414941019142868, 80.17090386731421 14.414950059874762))",True,False,False,True,False
1853,1.0,0.062023395916834284,2289,"POLYGON ((80.16961028671597 14.413580346377872, 80.16962883851768 14.413580411612427, 80.16962887198302 14.413571370882416, 80.16963814788353 14.413571403499128, 80.16963818134849 14.413562362769081, 80.16964745724866 14.413562395385402, 80.16964752417776 14.413544313925254, 80.16965680007718 14.413544346541181, 80.16965703432565 14.41348106143027, 80.16964775842882 14.41348102881449, 80.16964782535749 14.41346294735421, 80.16963854946144 14.41346291473812, 80.1696385829261 14.413453874007994, 80.16962930703045 14.41345384139156, 80.16962937396048 14.413435759931321, 80.16962009806556 14.413435727314562, 80.16962013153092 14.413426686584454, 80.16961085563644 14.41342665396735, 80.16961088910215 14.41341761323726, 80.16960161320804 14.413417580619813, 80.16960164667411 14.41340853988973, 80.16959237078038 14.413408507271939, 80.1695924042468 14.413399466541883, 80.16957385246022 14.41339940130526, 80.16957388592733 14.413390360575228, 80.1695553341416 14.413390295337184, 80.16955536760948 14.413381254607199, 80.16953681582456 14.41338118936774, 80.16953678235596 14.413390230097692, 80.16950895467767 14.41339013223571, 80.16950892120792 14.413399172965601, 80.16949964531483 14.413399140344188, 80.16949937755305 14.413471466182806, 80.16950865344914 14.413471498804379, 80.16950858650921 14.413489580264008, 80.16951786240605 14.413489612885263, 80.16951782893643 14.413498653615086, 80.16952710483369 14.41349868623601, 80.16952703789512 14.41351676769568, 80.16953631379315 14.41351680031627, 80.16953628032418 14.413525841046118, 80.16954555622262 14.413525873666362, 80.16954552275402 14.413534914396223, 80.16955479865284 14.413534947016128, 80.16955473171632 14.413553028475873, 80.1695640076159 14.413553061095454, 80.16956397414798 14.413562101825345, 80.16958252594796 14.41356216706346, 80.16958249248079 14.413571207793384, 80.16961032018204 14.413571305647894, 80.16961028671597 14.413580346377872))",True,False,False,True,False
1857,1.0,4.2059769796830135,2297,"POLYGON ((80.17003523880386 14.41405196440421, 80.17015582578321 14.414052388199401, 80.17015585922846 14.414043347468533, 80.17020223883509 14.41404351045018, 80.17020227227846 14.414034469719198, 80.17023937596267 14.414034600097882, 80.1702394094045 14.414025559366808, 80.17029506492929 14.414025754923763, 80.17029509836887 14.414016714192561, 80.17036930573359 14.414016974914599, 80.17036933917014 14.414007934183216, 80.17043427061283 14.41400816229574, 80.17043430404675 14.413999121564192, 80.17048995956776 14.413999317074873, 80.1704899929994 14.4139902763432, 80.17053637259899 14.413990439258642, 80.17053640602876 14.413981398526856, 80.17058278562706 14.413981561433088, 80.17058281905494 14.413972520701183, 80.17106516689223 14.413974214385023, 80.17106520030065 14.413965173652002, 80.17172379069174 14.413967484589765, 80.1717238240736 14.413958443855238, 80.1719371702731 14.413959192074607, 80.17193720364634 14.413950151339582, 80.17201141101997 14.413950411544459, 80.1720114443902 14.413941370809253, 80.17203927215456 14.413941468380001, 80.17203930552364 14.413932427644728, 80.17204858144478 14.413932460167556, 80.17204861481345 14.413923419432258, 80.17205789073424 14.413923451954702, 80.17205799083905 14.413896329748674, 80.17206726675872 14.413896362270709, 80.17206746696546 14.41384211785833, 80.17205819104801 14.413842085336434, 80.17205852472777 14.413751677982148, 80.17204924881409 14.413751645460104, 80.17204958249528 14.413661238105323, 80.17204030658536 14.41366120558313, 80.17204057353165 14.413588879698967, 80.17203129762474 14.41358884717658, 80.1720314978357 14.413534602763303, 80.17202222193106 14.413534570240667, 80.17202242214344 14.413480325827257, 80.17201314624107 14.41348029330439, 80.17201337982374 14.413417008155255, 80.17200410392401 14.413416975632169, 80.17200433750816 14.413353690482836, 80.17199506161106 14.413353657959549, 80.17199539530448 14.413263250602958, 80.17198611941114 14.413263218079521, 80.17198631962832 14.413208973665363, 80.17197704373724 14.413208941141677, 80.17197714384663 14.413181818934572, 80.17196786795671 14.413181786410597, 80.17196790132684 14.413172745674895, 80.17195862543733 14.41317271315057, 80.1719586588078 14.413163672414882, 80.17194938291867 14.413163639890213, 80.1719494162895 14.413154599154549, 80.1718566574032 14.413154273888015, 80.17185662402865 14.41316331462347, 80.17181024458448 14.413163151976436, 80.17181021120804 14.413172192711775, 80.1717823835407 14.413172095119124, 80.1717823501631 14.41318113585439, 80.17173597071616 14.413180973192576, 80.17173593733666 14.413190013927734, 80.17168955788841 14.413189851256703, 80.17168952450703 14.413198891991744, 80.17163386916765 14.413198696774364, 80.17163383578404 14.413207737509271, 80.1715874563333 14.413207574818003, 80.17158742294775 14.413216615552805, 80.17153176760543 14.41321642031112, 80.17153173421764 14.413225461045775, 80.17149463065506 14.413225330877294, 80.17149459726572 14.413234371611864, 80.17144821781115 14.413234208892955, 80.17144818441994 14.413243249627401, 80.17141108085522 14.413243119445635, 80.17141104746247 14.413252160179995, 80.17133684033111 14.413251899798803, 80.17133680693536 14.413260940532988, 80.17128115158559 14.413260745231668, 80.17128111818757 14.413269785965719, 80.17124401462002 14.413269655757468, 80.17124398122048 14.41327869649143, 80.17120687765183 14.41327856627726, 80.17120684425079 14.413287607011117, 80.1711604647886 14.41328744423511, 80.17116043138563 14.413296484968866, 80.17111405192217 14.413296322183642, 80.17111401851733 14.413305362917283, 80.17107691494547 14.41330523268246, 80.17107688153912 14.41331427341602, 80.17103977796614 14.413314143175281, 80.17103974455827 14.413323183908744, 80.17099336509071 14.413323021099528, 80.17099333168093 14.413332061832863, 80.17094695221206 14.413331899014436, 80.17094691880042 14.413340939747673, 80.17090981522423 14.41334080948628, 80.17090978181109 14.41334985021942, 80.17087267823376 14.413349719952118, 80.1708726448191 14.41335876068517, 80.17083554124068 14.413358630411947, 80.17083550782448 14.413367671144908, 80.17079840424492 14.413367540865778, 80.1707983708272 14.413376581598644, 80.17076126724653 14.413376451313608, 80.1707612338273 14.413385492046368, 80.17070557845476 14.41338529660776, 80.17070554503324 14.41339433734039, 80.17063133786817 14.413394076735006, 80.17063130444365 14.413403117467464, 80.17056637317282 14.413402889418478, 80.17056633974565 14.413411930150783, 80.1705106843693 14.413411734665889, 80.17051065093989 14.413420775398048, 80.17045499556214 14.41342057989992, 80.17045496213044 14.413429620631954, 80.17040858264775 14.413429457706727, 80.17040854921417 14.413438498438643, 80.1703528938335 14.413438302916212, 80.17035286039763 14.413447343647993, 80.17027865322166 14.413447082930853, 80.1702786197828 14.413456123662458, 80.17023224029671 14.413455960702295, 80.17023220685597 14.413465001433794, 80.17018582736858 14.413464838464414, 80.17018579392594 14.4134738791958, 80.17014869033497 14.413473748813662, 80.1701486568908 14.413482789544949, 80.17012082919669 14.413482691754457, 80.17012079575139 14.413491732485678, 80.17008369215806 14.413491602093158, 80.17008365871123 14.41350064282429, 80.17005583101536 14.413500545026022, 80.1700557975674 14.41350958575707, 80.17001869397174 14.413509455354191, 80.17001866052225 14.413518496085159, 80.16999083282462 14.413518398279107, 80.16999079937399 14.413527439009993, 80.16996297167547 14.413527341200602, 80.1699629382237 14.413536381931426, 80.1699258346245 14.413536251513722, 80.16992580117119 14.413545292244446, 80.16989797347091 14.413545194427282, 80.16989794001645 14.413554235157937, 80.16987938821565 14.41355416994462, 80.16987935476044 14.41356321067523, 80.16985152705826 14.413563112852477, 80.1698514936019 14.413572153583011, 80.16983294179981 14.413572088365974, 80.16983290834268 14.413581129096462, 80.16981435653994 14.413581063877922, 80.16981432308205 14.413590104608364, 80.16980504718033 14.413590071998529, 80.16980501372203 14.413599112728942, 80.16978646191795 14.413599047508129, 80.16978642845886 14.413608088238487, 80.16977715255652 14.413608055627511, 80.16977711909703 14.413617096357843, 80.1697678431943 14.413617063746482, 80.16976780973444 14.41362610447679, 80.16975853383134 14.413626071865046, 80.16975850037112 14.413635112595315, 80.16974922446767 14.413635079983193, 80.169749191007 14.413644120713437, 80.16973991510321 14.41364408810092, 80.16973984818108 14.413662169561357, 80.16973057227658 14.413662136948437, 80.16973047189211 14.413689259138957, 80.1697211959865 14.413689226525603, 80.16972112906264 14.413707307985876, 80.16973040496899 14.413707340599265, 80.16973027112249 14.413743503519814, 80.16973954703039 14.413743536132921, 80.16973948010776 14.413761617593195, 80.16974875601639 14.413761650205986, 80.16974872255543 14.413770690936138, 80.16975799846445 14.413770723548586, 80.16975793154316 14.413788805008913, 80.16976720745302 14.413788837621022, 80.1697671739927 14.413797878351197, 80.1697764499029 14.413797910962979, 80.16977641644294 14.41380695169317, 80.16978569235357 14.413806984304596, 80.16978562543434 14.413825065764993, 80.16979490134571 14.413825098376114, 80.16979486788645 14.413834139106312, 80.16980414379823 14.413834171717086, 80.16980411033929 14.41384321244731, 80.16981338625148 14.413843245057736, 80.1698133193343 14.413861326518196, 80.16982259524724 14.413861359128312, 80.16982256178899 14.413870399858556, 80.16983183770233 14.413870432468322, 80.16983180424445 14.413879473198573, 80.16984108015818 14.413879505808001, 80.16984101324307 14.413897587268535, 80.16985028915758 14.41389761987764, 80.16985025570037 14.413906660607905, 80.16985953161527 14.41390669321667, 80.16985949815842 14.41391573394696, 80.1698687740737 14.413915766555377, 80.16986874061718 14.413924807285694, 80.1698780165329 14.413924839893754, 80.16987798307672 14.413933880624079, 80.16988725899282 14.413933913231816, 80.169887225537 14.413942953962152, 80.16989650145348 14.413942986569536, 80.16989646799803 14.413952027299882, 80.16990574391494 14.413952059906928, 80.16990571045982 14.413961100637293, 80.1699149863771 14.413961133243996, 80.16991495292234 14.413970173974372, 80.16992422884002 14.413970206580734, 80.1699241953856 14.413979247311127, 80.16993347130368 14.413979279917141, 80.16993343784964 14.413988320647547, 80.1699427137681 14.41398835325322, 80.1699426803144 14.413997393983632, 80.16995195623326 14.41399742658897, 80.1699519227799 14.414006467319407, 80.16996119869918 14.414006499924392, 80.16996116524618 14.41401554065484, 80.16997044116583 14.414015573259498, 80.16997040771318 14.414024613989948, 80.16998895955332 14.414024679198189, 80.1699889261014 14.414033719928689, 80.17000747794239 14.41403378513551, 80.17000744449118 14.414042825866044, 80.17003527225397 14.414042923673623, 80.17003523880386 14.41405196440421))",True,False,False,True,False
1859,1.0,0.18532887226145703,2305,"POLYGON ((80.1721905560436 14.41316448541329, 80.17223693549248 14.413164647985647, 80.17223696885173 14.413155607249323, 80.17228334829935 14.413155769812471, 80.1722833816567 14.413146729076027, 80.17231120932442 14.41314682660948, 80.1723112426806 14.413137785872976, 80.17233907034742 14.41313788340309, 80.17233910370248 14.413128842666506, 80.17235765547971 14.413128907684719, 80.17235768883401 14.413119866948088, 80.17238551649893 14.413119964472612, 80.17238554985207 14.413110923735912, 80.17242265340411 14.413111053763425, 80.17242268675575 14.413102013026634, 80.17245979030668 14.413102143048222, 80.17245982365678 14.41309310231134, 80.17247837543165 14.413093167319914, 80.17247840878099 14.413084126582982, 80.17248768466807 14.413084159086706, 80.17248771801701 14.413075118349738, 80.17249699390375 14.41307515085307, 80.17249702725229 14.413066110116075, 80.17250630313868 14.413066142619027, 80.17250653657524 14.413002857459757, 80.17249726069149 14.413002824956957, 80.17249736073649 14.412975702745785, 80.17248808485384 14.412975670242698, 80.17248815155116 14.412957588768593, 80.1724788756693 14.412957556265182, 80.17247890901832 14.412948515528145, 80.1724603572554 14.41294845052025, 80.17246039060512 14.41293940978325, 80.17245111472411 14.412939377278766, 80.17245114807416 14.41293033654179, 80.17234911338836 14.412929978968801, 80.1723490800342 14.412939019705556, 80.17231197651131 14.412938889667995, 80.17231194315559 14.412947930404668, 80.17228411551254 14.412947832872618, 80.17228408215568 14.412956873609208, 80.17225625451172 14.412956776073806, 80.17225622115375 14.412965816810335, 80.17223766939047 14.412965751784874, 80.17223763603171 14.412974792521345, 80.17220980838586 14.412974694980361, 80.17220977502596 14.412983735716763, 80.17220049914368 14.412983703202345, 80.17220046578336 14.412992743938723, 80.17218191401814 14.412992678908765, 80.17218188065705 14.413001719645088, 80.17217260477409 14.413001687129542, 80.17217257141264 14.413010727865837, 80.1721632955293 14.413010695349913, 80.17216326216746 14.413019736086165, 80.17215398628382 14.413019703569853, 80.17215391955926 14.413037785042325, 80.17214464367487 14.413037752525602, 80.17214457694949 14.413055833998001, 80.17213530106437 14.413055801480871, 80.17213506752222 14.413119086633904, 80.17214434340994 14.413119119151181, 80.17214427668415 14.413137200623458, 80.17215355257264 14.413137233140406, 80.17215351921007 14.413146273876562, 80.17216279509897 14.41314630639318, 80.17216276173677 14.413155347129344, 80.1721905894047 14.41315544467707, 80.1721905560436 14.41316448541329))",True,False,False,True,False
